equipment_type,area,dept,equip_num,acct_code,grouping1,maintenance_operation1,frequency1,grouping2,maintenance_operation2,frequency2,grouping3,maintenance_operation3,frequency3,grouping4,maintenance_operation4,frequency4,grouping5,maintenance_operation5,frequency5,grouping6,maintenance_operation6,frequency6
CA - Compressor,FM-5,Mechanical,CA-55B,70450,78,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-5,Mechanical,CA-55C,70450,78,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-5,Mechanical,CA-56 ,70450,78,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-5,Mechanical,CA-56A ,70450,78,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-5,Mechanical,CA-56B,70450,78,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-5,Mechanical,CA-57,70450,78,Monthly Inspection,1M,78,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-5,Mechanical,CA-59,70450,78,Monthly Inspection,1M,78,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-5,Mechanical,CA-79,70450,78,Monthly Inspection,1M,78,Monthly Lubrication,1M,,,,,,,,,,,,
CF - Conveyor Feeder,FM-5,Mechanical,CF-52,70450,79,Monthly Inspection,1M,78,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,FM-5,Mechanical,CP-12,70450,80,Monthly Inspection,1M,,,,,,,80,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
CP - Cement Pump,FM-5,Mechanical,CP-20A ,70450,81,Monthly Inspection,1M,,,,,,,81,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
CP - Cement Pump,FM-5,Mechanical,CP-21A ,70450,81,Monthly Inspection,1M,,,,,,,81,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
D - Drag Conveyor,FM-5,Mechanical,D-23,70450,82,Monthly Inspection,1M,82,Monthly Lubrication,1M,,,,,,,,,,,,
DC - Dust Collector,FM-5,Mechanical,DC-34,70450,83,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-5,Mechanical,DC-39,70450,83,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-5,Mechanical,DC-42,70450,83,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-5,Mechanical,DC-43A,70410,83,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-5,Mechanical,DC-54,70450,83,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-5,Mechanical,DC-600,70450,83,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-5,Mechanical,DC-62,70450,83,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-5,Mechanical,DC-63,70450,83,Monthly Inspection,1M,,,,,,,,,,,,,,,
FN - Fan,FM-5,Mechanical,F-105,70450,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-112A,70410,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-114,70410,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-120,70450,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-128,70410,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-129,70410,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-130,70410,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-54,70450,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-55,70410,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-62,70450,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-63,70450,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-67,70450,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-69,70450,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-70,70450,84,Monthly Inspection,1M,,,,,,,,,,84,Monthly Ultrasound-assisted Lubrication,1M,,,
FN - Fan,FM-5,Mechanical,F-108,70450,85,Monthly Inspection,1M,,,,,,,85,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
FM - Finish Mill,FM-5,Mechanical,FM-5,70450,85,Monthly Inspection,1M,,,,,,,,,,,,,,,
CK - Cement Cooler,FM-5,Mechanical,K-12,70450,86,Monthly Inspection,1M,,,,86,Semi-Annual Oil Analysis,6M,,,,,,,,,
CK - Cement Cooler,FM-5,Mechanical,K-13,70450,86,Monthly Inspection,1M,,,,86,Semi-Annual Oil Analysis,6M,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-5,Mechanical,P-101,70450,87,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-5,Mechanical,P-107 ,70450,87,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-5,Mechanical,P-108,70450,87,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-5,Mechanical,P-109 ,70450,87,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-5,Mechanical,P-110 ,70450,87,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-5,Mechanical,P-111,70450,87,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-5,Mechanical,P-143 ,70450,87,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-5,Mechanical,P-32,70450,87,Monthly Inspection,1M,,,,,,,,,,,,,,,
SA - Sampler,FM-5,Mechanical,SA-3,70450,88,Monthly Inspection,1M,,,,,,,,,,,,,,,
SA - Sampler,FM-5,Mechanical,SA-4,70450,88,Monthly Inspection,1M,,,,,,,,,,,,,,,
SC - Screw Conveyor,FM-5,Mechanical,SC-57,70450,89,Monthly Inspection,1M,89,Monthly Lubrication,1M,,,,,,,,,,,,
SD - Side Diverter Valve,FM-5,Mechanical,SDV-001,70450,90,Monthly Inspection,1M,90,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-5,Mechanical,SF-44A ,70450,90,Monthly Inspection,1M,90,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-5,Mechanical,SF-54A,70450,90,Monthly Inspection,1M,90,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-5,Mechanical,SF-55 ,70450,90,Monthly Inspection,1M,90,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-5,Mechanical,SF-56,70450,90,Monthly Inspection,1M,90,Monthly Lubrication,1M,,,,,,,,,,,,
SS - Pump Grind Aid,FM-5,Mechanical,SS-2,70450,91,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-5,Mechanical,VA-500A,70450,92,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-5,Mechanical,VA-503,70450,92,Monthly Inspection,1M,,,,,,,,,,,,,,,
VR - Valve Rotary/Gate,FM-5,Mechanical,VR-10,70450,93,Monthly Inspection,1M,93,Monthly Lubrication,1M,,,,,,,,,,,,
VS - Vertical Slide Gate,FM-5,Mechanical,VSG-016,70610,94,Monthly Inspection,1M,94,Monthly Lubrication,1M,,,,,,,,,,,,
VS - Vertical Slide Gate,FM-5,Mechanical,VSG-017,70610,94,Monthly Inspection,1M,94,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-5,Mechanical,WF-23 ,70450,95,Monthly Inspection,1M,95,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-5,Mechanical,WF-24 ,70450,95,Monthly Inspection,1M,95,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-5,Mechanical,WF-25,70450,95,Monthly Inspection,1M,95,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-5,Mechanical,WF-26,70450,95,Monthly Inspection,1M,95,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-5,Mechanical,WF-27,70450,95,Monthly Inspection,1M,95,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-5,Mechanical,WS-52,70450,96,Monthly Inspection,1M,96,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-5,Mechanical,WS-54,70450,96,Monthly Inspection,1M,96,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-5,Mechanical,WS-56,70450,96,Monthly Inspection,1M,96,Monthly Lubrication,1M,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-602,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-603,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-604,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-605,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-606,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-607,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-608,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-609,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-610,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-6,Mechanical,AC-611,70460,97,Monthly Inspection,1M,,,,,,,,,,,,,,,
HP - Hopper,FM-6,Mechanical,HP-601,70460,97,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
AS - Air Separator,FM-6,Mechanical,AS-600,70460,98,Monthly Inspection,1M,98,Monthly Lubrication,1M,98,Semi-Annual Oil Analysis,6M,,,,,,,,,
BE - Bucket Elevator,FM-6,Mechanical,BE-600A,70460,99,Monthly Inspection,1M,99,Monthly Lubrication,1M,99,Semi-Annual Oil Analysis,6M,,,,,,,99,Quarterly Wear Measurement,3M
BN - Bin,FM-6,Mechanical,BN-600 ,70460,100,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-6,Mechanical,BN-601 ,70460,100,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-6,Mechanical,BN-602 ,70460,100,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-6,Mechanical,BN-610,70460,100,Monthly Inspection,1M,,,,,,,,,,,,,,,
C - Conveyor,FM-6,Mechanical,C-600,70460,101,Monthly Inspection,1M,101,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-6,Mechanical,C-601,70460,101,Monthly Inspection,1M,101,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-60,70450,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-602 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-603 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-604 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-606 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-607 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-608 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-609 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-61,70450,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-610 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-611 ,70460,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-62,70450,102,Monthly Inspection,1M,102,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-600 ,70460,103,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-600A,70460,103,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-601 ,70460,103,Monthly Inspection,1M,,,,,,,,,,,,,,,
CA - Compressor,FM-6,Mechanical,CA-601A,70460,103,Monthly Inspection,1M,,,,,,,,,,,,,,,
CF - Conveyor Feeder,FM-6,Mechanical,CF-601,70460,104,Monthly Inspection,1M,104,Monthly Lubrication,1M,,,,,,,,,,,,
MA - Magnet,FM-6,Mechanical,MA-600,70460,104,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
CP - Cement Pump,FM-6,Mechanical,CP-600 ,70460,105,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,105,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
D - Drag Conveyor,FM-6,Mechanical,D-604,70460,106,Monthly Inspection,1M,106,Monthly Lubrication,1M,,,,,,,,,,,,
DA - Damper,FM-6,Mechanical,DA-600,70460,107,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,FM-6,Mechanical,DA-601,70460,107,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,FM-6,Mechanical,DA-602,70460,107,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,FM-6,Mechanical,DA-603,70460,107,Monthly Inspection,1M,,,,,,,,,,,,,,,
DA - Damper,FM-6,Mechanical,DA-604,70460,107,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-6,Mechanical,DC-601,70460,108,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-6,Mechanical,DC-602,70460,108,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-6,Mechanical,DC-606,70460,108,Monthly Inspection,1M,,,,,,,,,,,,,,,
DC - Dust Collector,FM-6,Mechanical,DC-610,70460,108,Monthly Inspection,1M,,,,,,,,,,,,,,,
FN - Fan,FM-6,Mechanical,F-600A,70460,109,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,FM-6,Mechanical,F-601,70460,109,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,FM-6,Mechanical,F-602,70460,109,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,FM-6,Mechanical,F-610,70460,109,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,FM-6,Mechanical,F-615,70460,109,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,FM-6,Mechanical,F-615A,70460,109,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
FN - Fan,FM-6,Mechanical,F-606,70460,110,Monthly Inspection,1M,,,,,,,,Weekly Ultrasound-assisted Lubrication,1W,,,,,,
CK - Cement Cooler,FM-6,Mechanical,K-600,70460,111,Monthly Inspection,1M,,,,,Semi-Annual Oil Analysis,6M,,,,,,,,,
CK - Cement Cooler,FM-6,Mechanical,K-601,70460,112,Monthly Inspection,1M,,Monthly Lubrication,1M,,Semi-Annual Oil Analysis,6M,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-6,Mechanical,P-138 ,70450,113,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-6,Mechanical,P-600,70460,113,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-6,Mechanical,P-601,70460,113,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-6,Mechanical,P-602,70460,113,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-6,Mechanical,P-603,70460,113,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-6,Mechanical,P-606,70460,113,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-6,Mechanical,P-608 ,70460,113,Monthly Inspection,1M,,,,,,,,,,,,,,,
P - Pump H20/Grease/Slurry,FM-6,Mechanical,P-611 ,70460,113,Monthly Inspection,1M,,,,,,,,,,,,,,,
SA - Sampler,FM-6,Mechanical,SA-600,70460,114,Monthly Inspection,1M,,,,,,,,,,,,,,,
SC - Screw Conveyor,FM-6,Mechanical,SC-600,70460,115,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SD - Side Diverter Valve,FM-6,Mechanical,SDV-002,70450,116,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SD - Side Diverter Valve,FM-6,Mechanical,SDV-607,70460,116,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SD - Side Diverter Valve,FM-6,Mechanical,SDV-608,70460,116,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-6,Mechanical,SF-600,70460,117,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-6,Mechanical,SF-601,70460,117,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-6,Mechanical,SF-602,70460,117,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-6,Mechanical,SF-606,70460,117,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SF - Star/Screw Feeder,FM-6,Mechanical,SF-610,70460,117,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
SE - SK Valve,FM-6,Mechanical,VA-602,70460,118,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-6,Mechanical,VA-603,70460,118,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-6,Mechanical,VA-604,70460,118,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-6,Mechanical,VA-605,70460,118,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-6,Mechanical,VA-606,70460,118,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-6,Mechanical,VA-607,70460,118,Monthly Inspection,1M,,,,,,,,,,,,,,,
SE - SK Valve,FM-6,Mechanical,VA-608,70460,118,Monthly Inspection,1M,,,,,,,,,,,,,,,
WF - Weigh Feeder,FM-6,Mechanical,WF-600,70460,119,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-6,Mechanical,WF-601,70460,119,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-6,Mechanical,WF-602,70460,119,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
WF - Weigh Feeder,FM-6,Mechanical,WF-604 ,70460,119,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-6,Mechanical,WS-600,70460,120,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-6,Mechanical,WS-601,70460,120,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
WS - Weigh Scale,FM-6,Mechanical,WS-610,70460,120,Monthly Inspection,1M,,Monthly Lubrication,1M,,,,,,,,,,,,
AC - Airslide,FM-9,Mechanical,AC-910A,70470,121,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-9,Mechanical,AC-910B,70470,121,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-9,Mechanical,AC-911,70470,121,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-9,Mechanical,AC-912 ,70470,121,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-9,Mechanical,AC-913,70470,121,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-9,Mechanical,AC-920,70470,121,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-9,Mechanical,AC-921,70470,121,Monthly Inspection,1M,,,,,,,,,,,,,,,
AC - Airslide,FM-9,Mechanical,AC-922,70470,121,Monthly Inspection,1M,,,,,,,,,,,,,,,
AS - Air Separator,FM-9,Mechanical,AS-9,70470,122,Monthly Inspection,1M,,,,,,,,,,,,,,,
AS - Air Separator,FM-9,Mechanical,AS-9A,70470,122,Monthly Inspection,1M,,,,12,Semi-Annual Oil Analysis,6M,,,,,,,,,
AS - Air Separator,FM-9,Mechanical,AS-9B,70470,122,Monthly Inspection,1M,,,,,,,,,,,,,,,
AS - Air Separator,FM-9,Mechanical,AS-9C,70470,122,Monthly Inspection,1M,,,,,,,,,,,,,,,
BE - Bucket Elevator,FM-9,Mechanical,BE-807,70470,123,Monthly Inspection,1M,123,Monthly Lubrication,1M,123,Semi-Annual Oil Analysis,6M,,,,,,,123,Quarterly Wear Measurement,3M
BE - Bucket Elevator,FM-9,Mechanical,BE-906,70470,124,Monthly Inspection,1M,124,Monthly Lubrication,1M,123,Semi-Annual Oil Analysis,6M,,,,,,,123,Quarterly Wear Measurement,3M
BN - Bin,FM-9,Mechanical,BN-900,70470,125,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-9,Mechanical,BN-901,70470,125,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-9,Mechanical,BN-902,70470,125,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-9,Mechanical,BN-903,70470,125,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-9,Mechanical,BN-905,70470,125,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-9,Mechanical,BN-911,70470,125,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-9,Mechanical,BN-920,70470,125,Monthly Inspection,1M,,,,,,,,,,,,,,,
BN - Bin,FM-9,Mechanical,BN-921,70470,125,Monthly Inspection,1M,,,,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-805,70470,126,Monthly Inspection,1M,126,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-806,70470,126,Monthly Inspection,1M,126,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-807,70470,126,Monthly Inspection,1M,126,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-820,70470,126,Monthly Inspection,1M,126,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-821,70470,126,Monthly Inspection,1M,126,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-900,70470,127,Monthly Inspection,1M,127,Monthly Lubrication,1M,127,Semi-Annual Oil Analysis,6M,,,,,,,,,
MA - Magnet,FM-9,Mechanical,MA-900,70470,127,Monthly Inspection,1M,,,,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-901,70470,128,Monthly Inspection,1M,128,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-902,70470,129,Monthly Inspection,1M,129,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-905,70470,130,Monthly Inspection,1M,130,Monthly Lubrication,1M,,,,,,,,,,,,
MA - Magnet,FM-9,Mechanical,MA-905,70470,130,Monthly Inspection,1M,,,,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-907,70470,131,Monthly Inspection,1M,131,Monthly Lubrication,1M,,,,,,,,,,,,
MA - Magnet,FM-9,Mechanical,MA-907,70470,131,Monthly Inspection,1M,,,,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-908,70470,132,Monthly Inspection,1M,132,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-940,70470,133,Monthly Inspection,1M,133,Monthly Lubrication,1M,,,,,,,,,,,,
C - Conveyor,FM-9,Mechanical,C-975,70470,134,Monthly Inspection,1M,134,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-900,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-910a,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-910b,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-911,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-912,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-913,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-914,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-922,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-923,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-925,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-926,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-930,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
CA - Compressor,FM-9,Mechanical,CA-931,70470,135,Monthly Inspection,1M,135,Monthly Lubrication,1M,,,,,,,,,,,,
